CBSACode,MetroName,GroupCode,GroupName,Congregations,Adherents,Adherents_percent_of_Total_Adherents,Adherents_percent_of_Population
36260,Ogden-Clearfield UT Metro Area,890,Mahayana Buddhist,2,2500,0.49,0.36
36260,Ogden-Clearfield UT Metro Area,267,Muslim Estimate,3,2714,0.53,0.39
36260,Ogden-Clearfield UT Metro Area,300,"National Baptist Convention USA, Inc.",2,595,0.12,0.09
36260,Ogden-Clearfield UT Metro Area,F31,Nationwide Fellowship Mennonite Churches,1,77,0.02,0.01
36260,Ogden-Clearfield UT Metro Area,500,Non-denominational Christian Churches,25,9152,1.80,1.32
36260,Ogden-Clearfield UT Metro Area,335,Orthodox Presbyterian Church,1,,,
36260,Ogden-Clearfield UT Metro Area,339,Pentecostal Church of God,3,,,
36260,Ogden-Clearfield UT Metro Area,355,Presbyterian Church (U.S.A.),4,379,0.07,0.05
36260,Ogden-Clearfield UT Metro Area,356,Presbyterian Church in America,2,168,0.03,0.02
36260,Ogden-Clearfield UT Metro Area,403,Salvation Army,1,57,0.01,0.01
36260,Ogden-Clearfield UT Metro Area,413,Seventh-day Adventist Church,4,789,0.16,0.11
36260,Ogden-Clearfield UT Metro Area,419,Southern Baptist Convention,20,2246,0.44,0.32
36260,Ogden-Clearfield UT Metro Area,891,Theravada Buddhist,2,2592,0.51,0.37
36260,Ogden-Clearfield UT Metro Area,435,Unitarian Universalist Association of Congregations,1,40,0.01,0.01
36260,Ogden-Clearfield UT Metro Area,443,United Church of Christ,3,174,0.03,0.03
36260,Ogden-Clearfield UT Metro Area,FGN,United Church of God,1,,,
36260,Ogden-Clearfield UT Metro Area,449,United Methodist Church,3,515,0.10,0.07
36260,Ogden-Clearfield UT Metro Area,454,United Pentecostal Church International,1,,,
36260,Ogden-Clearfield UT Metro Area,179,Venture Church Network,1,,,
36260,Ogden-Clearfield UT Metro Area,469,Wisconsin Evangelical Lutheran Synod,1,247,0.05,0.04
36300,Ogdensburg-Massena NY Micro Area,001,Advent Christian Church,1,24,0.06,0.02
36300,Ogdensburg-Massena NY Micro Area,FHJ,Agape Christian Fellowship,1,75,0.18,0.07
36300,Ogdensburg-Massena NY Micro Area,019,American Baptist Churches in the USA,2,166,0.39,0.15
36300,Ogdensburg-Massena NY Micro Area,031,Amish Groups undifferentiated,22,2663,6.23,2.45
36300,Ogdensburg-Massena NY Micro Area,053,Assemblies of God,4,175,0.41,0.16
36300,Ogdensburg-Massena NY Micro Area,056,"Baha'i Faith USA",0,42,0.10,0.04
36300,Ogdensburg-Massena NY Micro Area,081,Catholic Church,22,24281,56.84,22.38
36300,Ogdensburg-Massena NY Micro Area,151,Church of Jesus Christ of Latter-day Saints,3,1689,3.95,1.56
36300,Ogdensburg-Massena NY Micro Area,165,Church of the Nazarene,1,123,0.29,0.11
36300,Ogdensburg-Massena NY Micro Area,167,Churches of Christ,2,75,0.18,0.07
36300,Ogdensburg-Massena NY Micro Area,176,Congregational Christian Churches Additional (not part of any national CCC body),1,93,0.22,0.09
36300,Ogdensburg-Massena NY Micro Area,190,Elim Fellowship,1,,,
36300,Ogdensburg-Massena NY Micro Area,193,Episcopal Church,10,786,1.84,0.72
36300,Ogdensburg-Massena NY Micro Area,221,Free Methodist Church--USA,1,65,0.15,0.06
36300,Ogdensburg-Massena NY Micro Area,896,Hindu Yoga and Meditation,2,561,1.31,0.52
36300,Ogdensburg-Massena NY Micro Area,272,"Jehovah's Witnesses",2,324,0.76,0.30
36300,Ogdensburg-Massena NY Micro Area,267,Muslim Estimate,1,596,1.40,0.55
36300,Ogdensburg-Massena NY Micro Area,500,Non-denominational Christian Churches,9,4970,11.63,4.58
36300,Ogdensburg-Massena NY Micro Area,331,Orthodox Church in America,1,50,0.12,0.05
36300,Ogdensburg-Massena NY Micro Area,335,Orthodox Presbyterian Church,1,,,
36300,Ogdensburg-Massena NY Micro Area,355,Presbyterian Church (U.S.A.),16,818,1.91,0.75
36300,Ogdensburg-Massena NY Micro Area,356,Presbyterian Church in America,1,29,0.07,0.03
36300,Ogdensburg-Massena NY Micro Area,383,Reformed Presbyterian Church of North America,1,84,0.20,0.08
36300,Ogdensburg-Massena NY Micro Area,403,Salvation Army,2,110,0.26,0.10
36300,Ogdensburg-Massena NY Micro Area,413,Seventh-day Adventist Church,2,105,0.25,0.10
36300,Ogdensburg-Massena NY Micro Area,419,Southern Baptist Convention,9,456,1.07,0.42
36300,Ogdensburg-Massena NY Micro Area,435,Unitarian Universalist Association of Congregations,1,268,0.63,0.25
36300,Ogdensburg-Massena NY Micro Area,443,United Church of Christ,7,593,1.39,0.55
36300,Ogdensburg-Massena NY Micro Area,449,United Methodist Church,28,2987,6.99,2.75
36300,Ogdensburg-Massena NY Micro Area,454,United Pentecostal Church International,1,,,
36300,Ogdensburg-Massena NY Micro Area,467,Wesleyan Church,6,510,1.19,0.47
36340,Oil City PA Micro Area,019,American Baptist Churches in the USA,1,48,0.21,0.10
36340,Oil City PA Micro Area,031,Amish Groups undifferentiated,4,392,1.74,0.78
36340,Oil City PA Micro Area,053,Assemblies of God,2,170,0.76,0.34
36340,Oil City PA Micro Area,081,Catholic Church,4,4456,19.82,8.83
36340,Oil City PA Micro Area,089,Christian and Missionary Alliance,2,324,1.44,0.64
36340,Oil City PA Micro Area,123,Church of God (Anderson Indiana),5,820,3.65,1.63
36340,Oil City PA Micro Area,145,Church of God of Prophecy,1,,,
36340,Oil City PA Micro Area,151,Church of Jesus Christ of Latter-day Saints,1,474,2.11,0.94
36340,Oil City PA Micro Area,165,Church of the Nazarene,3,428,1.90,0.85
36340,Oil City PA Micro Area,438,Church of the United Brethren in Christ USA,2,574,2.55,1.14
36340,Oil City PA Micro Area,167,Churches of Christ,1,27,0.12,0.05
36340,Oil City PA Micro Area,171,Churches of God General Conference,4,293,1.30,0.58
36340,Oil City PA Micro Area,193,Episcopal Church,2,268,1.19,0.53
36340,Oil City PA Micro Area,199,Evangelical Congregational Church,2,,,
36340,Oil City PA Micro Area,207,Evangelical Lutheran Church in America,5,914,4.06,1.81
36340,Oil City PA Micro Area,263,Foursquare Gospel International Church of the,1,70,0.31,0.14
36340,Oil City PA Micro Area,221,Free Methodist Church--USA,2,132,0.59,0.26
36340,Oil City PA Micro Area,272,"Jehovah's Witnesses",2,346,1.54,0.69
36340,Oil City PA Micro Area,283,Lutheran Church--Missouri Synod,1,79,0.35,0.16
36340,Oil City PA Micro Area,500,Non-denominational Christian Churches,18,3446,15.33,6.83
36340,Oil City PA Micro Area,355,Presbyterian Church (U.S.A.),14,1122,4.99,2.22
36340,Oil City PA Micro Area,356,Presbyterian Church in America,1,31,0.14,0.06
36340,Oil City PA Micro Area,403,Salvation Army,1,165,0.73,0.33
36340,Oil City PA Micro Area,413,Seventh-day Adventist Church,1,42,0.19,0.08
36340,Oil City PA Micro Area,449,United Methodist Church,38,7655,34.04,15.17
36340,Oil City PA Micro Area,463,Vineyard USA,1,210,0.93,0.42
36380,Okeechobee FL Micro Area,003,African Methodist Episcopal Church,1,202,1.35,0.51
36380,Okeechobee FL Micro Area,053,Assemblies of God,2,106,0.71,0.27
36380,Okeechobee FL Micro Area,056,"Baha'i Faith USA",0,11,0.07,0.03
36380,Okeechobee FL Micro Area,075,Brethren In Christ Church,1,,,
36380,Okeechobee FL Micro Area,081,Catholic Church,1,2245,14.96,5.66
36380,Okeechobee FL Micro Area,097,Christian Churches and Churches of Christ,1,158,1.05,0.40
36380,Okeechobee FL Micro Area,F53,Church of God,1,,,
36380,Okeechobee FL Micro Area,127,Church of God (Cleveland Tennessee),3,834,5.56,2.10
36380,Okeechobee FL Micro Area,122,Church of God by Faith Inc.,1,,,
36380,Okeechobee FL Micro Area,145,Church of God of Prophecy,1,,,
36380,Okeechobee FL Micro Area,151,Church of Jesus Christ of Latter-day Saints,1,395,2.63,1.00
36380,Okeechobee FL Micro Area,165,Church of the Nazarene,1,175,1.17,0.44
36380,Okeechobee FL Micro Area,167,Churches of Christ,3,115,0.77,0.29
36380,Okeechobee FL Micro Area,193,Episcopal Church,1,175,1.17,0.44
36380,Okeechobee FL Micro Area,272,"Jehovah's Witnesses",2,604,4.03,1.52
36380,Okeechobee FL Micro Area,283,Lutheran Church--Missouri Synod,1,372,2.48,0.94
36380,Okeechobee FL Micro Area,223,National Association of Free Will Baptists,1,58,0.39,0.15
36380,Okeechobee FL Micro Area,302,National Missionary Baptist Convention Inc.,1,130,0.87,0.33
36380,Okeechobee FL Micro Area,500,Non-denominational Christian Churches,13,4800,32.00,12.11
36380,Okeechobee FL Micro Area,355,Presbyterian Church (U.S.A.),1,77,0.51,0.19
36380,Okeechobee FL Micro Area,413,Seventh-day Adventist Church,1,173,1.15,0.44
36380,Okeechobee FL Micro Area,419,Southern Baptist Convention,6,3573,23.82,9.01
36380,Okeechobee FL Micro Area,891,Theravada Buddhist,1,278,1.85,0.70
36380,Okeechobee FL Micro Area,449,United Methodist Church,1,521,3.47,1.31
36380,Okeechobee FL Micro Area,454,United Pentecostal Church International,1,,,
36420,Oklahoma City OK Metro Area,003,African Methodist Episcopal Church,12,2314,0.26,0.16
36420,Oklahoma City OK Metro Area,005,African Methodist Episcopal Zion Church,1,180,0.02,0.01
36420,Oklahoma City OK Metro Area,012,Alliance of Baptists,1,,,
36420,Oklahoma City OK Metro Area,017,American Baptist Association,3,670,0.08,0.05
36420,Oklahoma City OK Metro Area,019,American Baptist Churches in the USA,1,218,0.02,0.02
36420,Oklahoma City OK Metro Area,416,American Sikh Council,1,,,
36420,Oklahoma City OK Metro Area,033,Anglican Church in North America,1,,,
36420,Oklahoma City OK Metro Area,FG2,Anglican Province of Christ the King,1,,,
36420,Oklahoma City OK Metro Area,034,Antiochian Orthodox Christian Archdiocese of North America The,2,1150,0.13,0.08
36420,Oklahoma City OK Metro Area,053,Assemblies of God,101,48470,5.52,3.40
36420,Oklahoma City OK Metro Area,055,Associate Reformed Presbyterian Church,1,,,
36420,Oklahoma City OK Metro Area,220,Association of Free Lutheran Congregations,1,40,0.00,0.00
36420,Oklahoma City OK Metro Area,056,"Baha'i Faith USA",4,724,0.08,0.05
36420,Oklahoma City OK Metro Area,059,Baptist Missionary Association of America,11,,,
36420,Oklahoma City OK Metro Area,FE8,Bible Methodist Connection,2,,,
36420,Oklahoma City OK Metro Area,081,Catholic Church,41,142491,16.23,9.99
36420,Oklahoma City OK Metro Area,089,Christian and Missionary Alliance,2,80,0.01,0.01
36420,Oklahoma City OK Metro Area,353,Christian Brethren (Open Plymouth Brethren),5,,,
36420,Oklahoma City OK Metro Area,093,Christian Church (Disciples of Christ),41,8983,1.02,0.63
36420,Oklahoma City OK Metro Area,097,Christian Churches and Churches of Christ,26,4385,0.50,0.31
36420,Oklahoma City OK Metro Area,101,Christian Methodist Episcopal Church,10,1940,0.22,0.14
36420,Oklahoma City OK Metro Area,F13,Church of Christ,1,,,
36420,Oklahoma City OK Metro Area,143,Church of Christ Mennonite,2,272,0.03,0.02
36420,Oklahoma City OK Metro Area,111,Church of Christ Scientist,1,,,
36420,Oklahoma City OK Metro Area,123,Church of God (Anderson Indiana),12,25160,2.87,1.76
36420,Oklahoma City OK Metro Area,127,Church of God (Cleveland Tennessee),14,1842,0.21,0.13
36420,Oklahoma City OK Metro Area,133,Church of God (Seventh Day),1,,,
36420,Oklahoma City OK Metro Area,141,Church of God in Christ,13,3210,0.37,0.23
36420,Oklahoma City OK Metro Area,145,Church of God of Prophecy,4,,,
36420,Oklahoma City OK Metro Area,151,Church of Jesus Christ of Latter-day Saints,31,18819,2.14,1.32
36420,Oklahoma City OK Metro Area,A47,Church of the Living God (Christian Workers for Fellowship),10,,,
36420,Oklahoma City OK Metro Area,165,Church of the Nazarene,60,15463,1.76,1.08
36420,Oklahoma City OK Metro Area,167,Churches of Christ,117,24138,2.75,1.69
36420,Oklahoma City OK Metro Area,171,Churches of God General Conference,1,30,0.00,0.00
36420,Oklahoma City OK Metro Area,172,Communion of Reformed Evangelical Churches,1,,,
36420,Oklahoma City OK Metro Area,173,Community of Christ,3,,,
36420,Oklahoma City OK Metro Area,270,Conservative Judaism,1,432,0.05,0.03
36420,Oklahoma City OK Metro Area,186,Coptic Orthodox Church,1,31,0.00,0.00
36420,Oklahoma City OK Metro Area,185,Cumberland Presbyterian,2,235,0.03,0.02
36420,Oklahoma City OK Metro Area,FFW,ECO: A Covenant Order of Presbyterians,1,,,
36420,Oklahoma City OK Metro Area,190,Elim Fellowship,1,,,
36420,Oklahoma City OK Metro Area,193,Episcopal Church,19,6917,0.79,0.49
36420,Oklahoma City OK Metro Area,204,Ethiopian Orthodox,1,185,0.02,0.01
36420,Oklahoma City OK Metro Area,201,Evangelical Covenant Church,3,8506,0.97,0.60
36420,Oklahoma City OK Metro Area,328,Evangelical Friends Church International,4,235,0.03,0.02
36420,Oklahoma City OK Metro Area,207,Evangelical Lutheran Church in America,11,1955,0.22,0.14
36420,Oklahoma City OK Metro Area,263,Foursquare Gospel International Church of the,2,226,0.03,0.02
36420,Oklahoma City OK Metro Area,221,Free Methodist Church--USA,9,239,0.03,0.02
36420,Oklahoma City OK Metro Area,391,Friends General Conference,1,20,0.00,0.00
36420,Oklahoma City OK Metro Area,232,Full Gospel Baptist Church Fellowship,15,2700,0.31,0.19
36420,Oklahoma City OK Metro Area,FFR,Full Gospel Christian Assemblies International,4,1310,0.15,0.09
36420,Oklahoma City OK Metro Area,388,General Association of Regular Baptist Churches,1,,,
36420,Oklahoma City OK Metro Area,FGM,Grace Communion International,1,,,
36420,Oklahoma City OK Metro Area,246,Greek Orthodox Archdiocese of America,1,200,0.02,0.01
36420,Oklahoma City OK Metro Area,895,Hindu Temples,2,4230,0.48,0.30
36420,Oklahoma City OK Metro Area,896,Hindu Yoga and Meditation,7,905,0.10,0.06
36420,Oklahoma City OK Metro Area,264,International Churches of Christ,1,129,0.01,0.01
36420,Oklahoma City OK Metro Area,256,International Fellowship of Bible Churches,1,,,
36420,Oklahoma City OK Metro Area,272,"Jehovah's Witnesses",39,9692,1.10,0.68
36420,Oklahoma City OK Metro Area,283,Lutheran Church--Missouri Synod,17,5395,0.61,0.38
36420,Oklahoma City OK Metro Area,255,Lutheran Congregations in Mission for Christ,1,160,0.02,0.01
36420,Oklahoma City OK Metro Area,890,Mahayana Buddhist,3,2078,0.24,0.15
36420,Oklahoma City OK Metro Area,334,Malankara Archdiocese of the Syrian Orthodox Church in North America,1,112,0.01,0.01
36420,Oklahoma City OK Metro Area,F28,Malankara Mar Thoma Church,1,81,0.01,0.01
36420,Oklahoma City OK Metro Area,333,Malankara Orthodox Syrian Church,1,171,0.02,0.01
36420,Oklahoma City OK Metro Area,288,Mennonite Church USA,2,37,0.00,0.00
36420,Oklahoma City OK Metro Area,267,Muslim Estimate,7,8904,1.01,0.62
36420,Oklahoma City OK Metro Area,223,National Association of Free Will Baptists,31,3572,0.41,0.25
36420,Oklahoma City OK Metro Area,301,National Baptist Convention of America Inc.,5,2268,0.26,0.16
36420,Oklahoma City OK Metro Area,300,"National Baptist Convention USA, Inc.",14,7386,0.84,0.52
36420,Oklahoma City OK Metro Area,302,National Missionary Baptist Convention Inc.,33,6602,0.75,0.46
36420,Oklahoma City OK Metro Area,500,Non-denominational Christian Churches,330,195158,22.23,13.69
36420,Oklahoma City OK Metro Area,314,North American Lutheran Church,1,,,
36420,Oklahoma City OK Metro Area,D71,Pentecostal Assemblies of the World,1,800,0.09,0.06
36420,Oklahoma City OK Metro Area,339,Pentecostal Church of God,16,,,
36420,Oklahoma City OK Metro Area,355,Presbyterian Church (U.S.A.),21,4891,0.56,0.34
36420,Oklahoma City OK Metro Area,356,Presbyterian Church in America,6,848,0.10,0.06
36420,Oklahoma City OK Metro Area,361,Primitive Baptists Associations,1,75,0.01,0.01
36420,Oklahoma City OK Metro Area,364,Progressive National Baptist Convention Inc.,9,3169,0.36,0.22
36420,Oklahoma City OK Metro Area,271,Reform Judaism,1,802,0.09,0.06
36420,Oklahoma City OK Metro Area,371,Reformed Church in America,1,440,0.05,0.03
36420,Oklahoma City OK Metro Area,401,Russian Orthodox Church Outside of Russia,1,132,0.02,0.01
36420,Oklahoma City OK Metro Area,403,Salvation Army,4,404,0.05,0.03
36420,Oklahoma City OK Metro Area,413,Seventh-day Adventist Church,22,3171,0.36,0.22
36420,Oklahoma City OK Metro Area,419,Southern Baptist Convention,353,210008,23.92,14.73
36420,Oklahoma City OK Metro Area,F54,The local churches,3,,,
36420,Oklahoma City OK Metro Area,891,Theravada Buddhist,5,3673,0.42,0.26
36420,Oklahoma City OK Metro Area,431,Ukrainian Orthodox Church of the USA,1,90,0.01,0.01
36420,Oklahoma City OK Metro Area,FER,Unification Church,1,,,
36420,Oklahoma City OK Metro Area,435,Unitarian Universalist Association of Congregations,3,409,0.05,0.03
36420,Oklahoma City OK Metro Area,443,United Church of Christ,6,1284,0.15,0.09
36420,Oklahoma City OK Metro Area,FGN,United Church of God,1,,,
36420,Oklahoma City OK Metro Area,449,United Methodist Church,99,76087,8.67,5.34
36420,Oklahoma City OK Metro Area,454,United Pentecostal Church International,27,,,
36420,Oklahoma City OK Metro Area,124,Unity Churches Association of,1,,,
36420,Oklahoma City OK Metro Area,237,US Conference of Mennonite Brethren Churches,1,145,0.02,0.01
36420,Oklahoma City OK Metro Area,463,Vineyard USA,2,280,0.03,0.02
36420,Oklahoma City OK Metro Area,467,Wesleyan Church,2,72,0.01,0.01
36420,Oklahoma City OK Metro Area,469,Wisconsin Evangelical Lutheran Synod,3,487,0.06,0.03
36460,Olean NY Micro Area,003,African Methodist Episcopal Church,1,100,0.37,0.13
36460,Olean NY Micro Area,019,American Baptist Churches in the USA,3,658,2.43,0.85
36460,Olean NY Micro Area,031,Amish Groups undifferentiated,19,2666,9.85,3.46
36460,Olean NY Micro Area,053,Assemblies of God,1,230,0.85,0.30
36460,Olean NY Micro Area,056,"Baha'i Faith USA",1,40,0.15,0.05
36460,Olean NY Micro Area,081,Catholic Church,11,12762,47.14,16.56
36460,Olean NY Micro Area,089,Christian and Missionary Alliance,2,89,0.33,0.12
36460,Olean NY Micro Area,141,Church of God in Christ,1,120,0.44,0.16
36460,Olean NY Micro Area,145,Church of God of Prophecy,1,,,
36460,Olean NY Micro Area,151,Church of Jesus Christ of Latter-day Saints,3,1689,6.24,2.19
36460,Olean NY Micro Area,167,Churches of Christ,1,18,0.07,0.02
36460,Olean NY Micro Area,190,Elim Fellowship,1,,,
36460,Olean NY Micro Area,193,Episcopal Church,6,317,1.17,0.41
36460,Olean NY Micro Area,207,Evangelical Lutheran Church in America,5,568,2.10,0.74
36460,Olean NY Micro Area,221,Free Methodist Church--USA,6,480,1.77,0.62
36460,Olean NY Micro Area,272,"Jehovah's Witnesses",4,608,2.25,0.79
36460,Olean NY Micro Area,283,Lutheran Church--Missouri Synod,3,370,1.37,0.48
36460,Olean NY Micro Area,267,Muslim Estimate,1,314,1.16,0.41
36460,Olean NY Micro Area,175,National Association of Congregational Christian Churches,1,31,0.11,0.04
36460,Olean NY Micro Area,F31,Nationwide Fellowship Mennonite Churches,1,90,0.33,0.12
36460,Olean NY Micro Area,309,New Apostolic Church USA,1,,,
36460,Olean NY Micro Area,500,Non-denominational Christian Churches,14,2480,9.16,3.22
36460,Olean NY Micro Area,355,Presbyterian Church (U.S.A.),5,502,1.85,0.65
36460,Olean NY Micro Area,403,Salvation Army,1,64,0.24,0.08
36460,Olean NY Micro Area,413,Seventh-day Adventist Church,3,163,0.60,0.21
36460,Olean NY Micro Area,419,Southern Baptist Convention,3,122,0.45,0.16
